"","pvalue","padj","gene_biotype","external_gene_name"
"FBgn0029835",0.0014730125182099,0.00949135760427218,"protein_coding","CG5921"
"FBgn0029836",0.000118314722527503,0.00112120531962902,"protein_coding","CG5928"
"FBgn0029843",0.00019334693128992,0.00171064347728705,"protein_coding","Nep1"
"FBgn0029863",4.86696611169872e-06,6.86875832502259e-05,"protein_coding","CG3823"
"FBgn0029866",0.00351865038320082,0.019457111003518,"protein_coding","CG3842"
"FBgn0029868",0.0139480027384147,0.0586267775945724,"protein_coding","ND-B16.6"
"FBgn0029881",1.46612221384812e-07,2.84151191347971e-06,"protein_coding","pigs"
"FBgn0029892",0.0185638370365921,0.0723556903856109,"protein_coding","CG3184"
"FBgn0029896",1.30348894256004e-08,3.09853455863972e-07,"protein_coding","CG3168"
"FBgn0029897",1.94993061342201e-05,0.00023515972495609,"protein_coding","RpL17"
"FBgn0029898",0.00635824621494296,0.031599042272248,"protein_coding","CG14439"
"FBgn0029906",0.00144532126531678,0.00934957002121311,"protein_coding","xit"
"FBgn0029909",0.00670013210017523,0.0329940238295821,"protein_coding","mAChR-C"
"FBgn0029911",0.0261890410776368,0.0938107807664803,"protein_coding","CG14435"
"FBgn0029922",0.0141848532111707,0.0594197778888319,"protein_coding","CG14431"
"FBgn0029925",0.000199965229549065,0.00175972969625471,"protein_coding","CG3040"
"FBgn0029932",0.0272875817629565,0.0969362600257709,"protein_coding","CG4607"
"FBgn0029939",0.0044922915293545,0.023864542777104,"protein_coding","CG9650"
"FBgn0029957",0.00196096942666107,0.012022972898702,"protein_coding","CG12155"
"FBgn0029976",0.000114788836624815,0.00109409842831285,"protein_coding","snz"
"FBgn0029990",8.82301208770251e-05,0.000876032142886487,"protein_coding","CG2233"
"FBgn0030013",0.000286938325858268,0.00239885303778967,"protein_coding","GIIIspla2"
"FBgn0030025",0.000879216351097746,0.00612100868283646,"protein_coding","CG2147"
"FBgn0030026",1.63700613429234e-05,0.000200859023815845,"protein_coding","sni"
"FBgn0030035",0.00973580021594374,0.0442865512026274,"protein_coding","PIG-T"
"FBgn0030041",2.50487757735162e-05,0.000289351490639037,"protein_coding","CG12116"
"FBgn0030048",1.96633902728006e-13,9.65071368364071e-12,"protein_coding","CG12112"
"FBgn0030086",0.0171599561636603,0.0680175907804911,"protein_coding","CCT2"
"FBgn0030089",0.00211516380040629,0.012762135101534,"protein_coding","AP-1gamma"
"FBgn0030092",0.00550905926562063,0.0281152972867809,"protein_coding","fh"
"FBgn0030098",0.00131740358071374,0.00866412421582734,"protein_coding","CG12057"
"FBgn0030114",0.00202042210288839,0.0123261991620247,"protein_coding","CG17754"
"FBgn0030121",0.0236077489985016,0.0864799271705231,"protein_coding","Cfp1"
"FBgn0030136",0.000265319316283479,0.00223707269669788,"protein_coding","RpS28b"
"FBgn0030141",0.00163268724405348,0.0103647234204126,"protein_coding","Gga"
"FBgn0030148",1.2291396350313e-17,8.53905809829843e-16,"protein_coding","CG3106"
"FBgn0030189",0.0068130750715231,0.0333884677499133,"protein_coding","CG2909"
"FBgn0030218",7.48433626396738e-06,0.000101698315763138,"protein_coding","CG1628"
"FBgn0030234",0.000371295559309803,0.0029562798164578,"protein_coding","CG15211"
"FBgn0030245",5.20261513910763e-05,0.000550094301685925,"protein_coding","CG1637"
"FBgn0030251",9.03098331738307e-07,1.51001102416922e-05,"protein_coding","CG2145"
"FBgn0030261",0.000185827438616789,0.00165152043419336,"protein_coding","CG15203"
"FBgn0030272",3.89109412166227e-06,5.66063023663578e-05,"protein_coding","CG15201"
"FBgn0030276",8.46074313953899e-07,1.42432134934389e-05,"protein_coding","Dlic"
"FBgn0030292",0.00674180509505393,0.033171026066188,"protein_coding","CG11752"
"FBgn0030294",0.000110727864566833,0.00105641236358976,NA,NA
"FBgn0030298",0.0056342634334348,0.0286357592843041,"protein_coding","Or10a"
"FBgn0030300",0.0263389594532946,0.094176815877764,"protein_coding","Sk1"
"FBgn0030305",0.00652120916285994,0.0322170777451781,"protein_coding","Uba5"
"FBgn0030327",0.0139296366827576,0.0585745378838038,"protein_coding","FucT6"
"FBgn0030329",1.05987464823369e-08,2.56895906752467e-07,"protein_coding","prtp"
"FBgn0030331",0.00594547434681708,0.0298635969609728,"protein_coding","CG15221"
"FBgn0030332",2.77125081396779e-17,1.85975437277498e-15,"protein_coding","CG9360"
"FBgn0030334",4.41587211791089e-17,2.88493896974774e-15,"protein_coding","Karl"
"FBgn0030339",3.44216393832137e-11,1.27179577721125e-09,"protein_coding","Cyp28c1"
"FBgn0030350",0.00022185206946331,0.00190877417227939,"protein_coding","SelG"
"FBgn0030351",0.0279413491702725,0.0989380508128995,"protein_coding","CG1840"
"FBgn0030357",0.00329569951532811,0.0184100089007428,"protein_coding","Sclp"
"FBgn0030367",0.0230158767937847,0.0849321030436976,"protein_coding","Cyp311a1"
"FBgn0030396",0.00130962498041864,0.00863599627796118,"protein_coding","CG2556"
"FBgn0030403",0.00185642588409207,0.0114891100041206,"protein_coding","CG1824"
"FBgn0030420",4.63053081014264e-10,1.41863933049867e-08,"protein_coding","CG12717"
"FBgn0030421",0.000205346109508256,0.00179746173052258,"protein_coding","Agpat1"
"FBgn0030425",0.00116578608729121,0.0078002653024972,"protein_coding","Nep6"
"FBgn0030433",6.23494440269964e-07,1.07719310915292e-05,"protein_coding","mRpL49"
"FBgn0030452",5.03966435479911e-05,0.000537473393082089,"protein_coding","MFS10"
"FBgn0030466",0.0121747614771652,0.0527697811828801,"protein_coding","CG15744"
"FBgn0030478",3.44860403650774e-09,9.24469533156218e-08,"protein_coding","CG1640"
"FBgn0030482",4.46431797253611e-11,1.61913591173047e-09,"protein_coding","CG1673"
"FBgn0030506",0.0230237079435052,0.0849321030436976,"protein_coding","DNAlig4"
"FBgn0030510",4.29220316199414e-05,0.000468391418064958,"protein_coding","CG12177"
"FBgn0030511",9.10419891272372e-06,0.000120989617492794,"protein_coding","CG11158"
"FBgn0030514",0.00893841433813369,0.0413202705931063,"protein_coding","CG9941"
"FBgn0030518",2.23070478996193e-06,3.4012214455911e-05,"protein_coding","CG11134"
"FBgn0030521",1.0376957726925e-06,1.70047654445373e-05,"protein_coding","CtsB1"
"FBgn0030552",0.000110195594720907,0.00105337164914898,"protein_coding","mRpL38"
"FBgn0030569",0.021751474863739,0.0814957461187942,"protein_coding","CG9411"
"FBgn0030572",0.00174026608378466,0.0109001428041496,"protein_coding","mRpS25"
"FBgn0030574",3.28878924598904e-09,8.88874134566628e-08,"protein_coding","sbm"
"FBgn0030575",6.31544767474556e-05,0.000650332894690657,"protein_coding","CG5321"
"FBgn0030582",3.9261469276333e-07,7.02929935410208e-06,"protein_coding","CG14411"
"FBgn0030592",0.00569005105337524,0.0288598219236744,"protein_coding","CG9514"
"FBgn0030597",0.0258182400103721,0.0928195837107583,"protein_coding","Eo"
"FBgn0030600",1.38377320330577e-05,0.000173350564112001,"protein_coding","hiw"
"FBgn0030605",0.000143683953392863,0.00132471233665476,"protein_coding","ND-B18"
"FBgn0030607",0.000599767444252051,0.00443531172229871,"protein_coding","dob"
"FBgn0030608",0.020210946038852,0.0771060971732648,"protein_coding","Lsd-2"
"FBgn0030613",0.000219055219051407,0.00189368155401765,"protein_coding","Rab3-GEF"
"FBgn0030615",9.30591726578946e-07,1.55072422005089e-05,"protein_coding","Cyp4s3"
"FBgn0030616",0.000755591091941434,0.0053974700376555,"protein_coding","RpL37a"
"FBgn0030625",0.00836306859501553,0.039493380416385,"protein_coding","CG5877"
"FBgn0030638",0.0153761108000172,0.0630970603336811,"protein_coding","CG11655"
"FBgn0030640",0.0242222256942969,0.0882719824433834,"protein_coding","CG6294"
"FBgn0030655",0.00608899997064756,0.0304295768543253,"protein_coding","CG9213"
"FBgn0030679",0.00872170227436639,0.0407191637182321,"protein_coding","CG8206"
"FBgn0030683",0.000136925083907816,0.00127310645876588,"protein_coding","Mvd"
"FBgn0030686",0.000121194859493292,0.0011441026688051,"protein_coding","mRpL3"
"FBgn0030687",0.0143052457709425,0.0597971396315031,"protein_coding","RpIIIC160"
"FBgn0030688",0.000245314661758825,0.00208803204335704,"protein_coding","CG8952"
"FBgn0030692",4.84230596339193e-06,6.84374617891997e-05,"protein_coding","mRpS30"
"FBgn0030693",0.00325460923025523,0.0182217480456685,"protein_coding","CG8974"
"FBgn0030701",2.59595144926004e-212,2.56090610469503e-208,"protein_coding","CG16952"
"FBgn0030718",0.000809159852593318,0.00571393124254337,"protein_coding","ND-20"
"FBgn0030733",0.00295530812906066,0.0168423539533122,"protein_coding","UQCR-14"
"FBgn0030737",1.89116170077787e-05,0.000229526885248446,NA,NA
"FBgn0030748",0.0282791361584701,0.0997403211309643,"protein_coding","Traf-like"
"FBgn0030756",0.0234954155343873,0.0861964575108705,"protein_coding","CG9903"
"FBgn0030761",0.00146049930365096,0.00942361049666633,"protein_coding","CG9784"
"FBgn0030769",0.00859586828604028,0.0402841998298277,"protein_coding","CG13012"
"FBgn0030775",1.71049339776148e-11,6.56576551319728e-10,"protein_coding","CG9673"
"FBgn0030776",4.30742478457992e-17,2.83284969999206e-15,"protein_coding","CG4653"
"FBgn0030777",2.93186456566521e-53,1.20511849751197e-50,"protein_coding","CG9672"
"FBgn0030795",0.0102046045591174,0.045758374534406,"protein_coding","ppk28"
"FBgn0030797",2.87110880864224e-14,1.49859726969607e-12,"protein_coding","CG13004"
"FBgn0030798",1.3622462923162e-05,0.000171534083037532,"protein_coding","CG13003"
"FBgn0030803",4.0315717512204e-05,0.000442889257525492,"protein_coding","CG4880"
"FBgn0030816",3.66615306034297e-05,0.000406366291463858,"protein_coding","CG16700"
"FBgn0030836",2.42877168742161e-08,5.52069877797561e-07,"protein_coding","CG8664"
"FBgn0030837",1.83891947347165e-23,1.97184137019541e-21,"protein_coding","CG8661"
"FBgn0030839",0.0270678075373037,0.0963985275651628,"protein_coding","CG5613"
"FBgn0030847",0.0112188928998756,0.0493491286015141,"protein_coding","CG12991"
"FBgn0030859",9.4427690994311e-19,7.00397873427728e-17,"protein_coding","CG12990"
"FBgn0030873",0.00716678491122078,0.0347592591687281,"protein_coding","CG15814"
"FBgn0030876",0.00925722892907224,0.0425349619866314,"protein_coding","CG6762"
"FBgn0030882",3.81799448079986e-08,8.34999375162123e-07,"protein_coding","Gss1"
"FBgn0030887",5.58752124843374e-33,1.08080190423135e-30,"protein_coding","CG6867"
"FBgn0030897",0.0094588213956071,0.0433254101827856,"protein_coding","Frq1"
"FBgn0030912",0.0264513115129824,0.0944758103097653,"protein_coding","CG6023"
"FBgn0030926",0.00979824411775614,0.044461673515025,"protein_coding","psh"
"FBgn0030932",2.10784734758603e-07,3.89399140148617e-06,"protein_coding","Ggt-1"
"FBgn0030946",8.54137189693413e-06,0.000114640318045245,"protein_coding","CG6659"
"FBgn0030955",0.01452040076534,0.0604914499789184,"protein_coding","CG6891"
"FBgn0030968",0.0160764422242148,0.0651043113882918,"protein_coding","CG7322"
"FBgn0030984",2.17263199473644e-05,0.000258229091904518,"protein_coding","tgy"
"FBgn0030998",0.0212218943123195,0.0799671456803024,"protein_coding","CG14195"
"FBgn0031000",4.81805400383454e-05,0.000517757110542786,"protein_coding","Muc18B"
"FBgn0031001",0.010711566915003,0.0475717615988704,"protein_coding","CG7884"
"FBgn0031002",3.72567991180669e-12,1.57067659529799e-10,"protein_coding","CG14196"
"FBgn0031010",1.18964143475049e-07,2.35658890638826e-06,"protein_coding","CG8028"
"FBgn0031021",0.00480838080819356,0.0251376134991147,"protein_coding","ND-18"
"FBgn0031033",0.000201428163702959,0.00176787262894101,"protein_coding","CG14219"
"FBgn0031034",0.0215217108910346,0.0808806392152594,"protein_coding","CG14205"
"FBgn0031049",0.0170698917013952,0.0678155921900405,"protein_coding","Sec61gamma"
"FBgn0031069",1.20630815240914e-05,0.000154749413829859,"protein_coding","Pmp70"
"FBgn0031081",0.00169931950207289,0.0107116849124275,"protein_coding","Nep3"
"FBgn0031089",0.0152042043492565,0.0625738322509032,"protein_coding","CG9572"
"FBgn0031090",0.000206777287489878,0.00180678294161882,"protein_coding","Rab35"
"FBgn0031139",7.11587449003327e-06,9.72272878728229e-05,"protein_coding","CG11227"
"FBgn0031141",5.1863413014527e-07,9.12001014952422e-06,"protein_coding","CG1304"
"FBgn0031143",1.14726404950115e-08,2.76717844702417e-07,"protein_coding","CG1532"
"FBgn0031174",0.0202125055539851,0.0771060971732648,"protein_coding","CG1486"
"FBgn0031183",0.0162608328950341,0.0656086366092073,"protein_coding","CG14621"
"FBgn0031190",1.8020646945098e-08,4.18291016737393e-07,"protein_coding","CG12576"
"FBgn0031195",5.84197643977119e-07,1.02001942616536e-05,"protein_coding","CG17600"
"FBgn0031217",0.0165911517527075,0.0665602732982757,"protein_coding","CG11377"
"FBgn0031228",0.00202337618288935,0.0123365921163186,"protein_coding","ND-15"
"FBgn0031231",0.00333754113580117,0.0186121217098239,"protein_coding","mRpL10"
"FBgn0031245",4.77849168428621e-13,2.24475335549921e-11,"protein_coding","CG3625"
"FBgn0031249",0.000389483300114841,0.00307747244854524,"protein_coding","CG11911"
"FBgn0031268",0.000303820259011036,0.00251864441608729,"protein_coding","cold"
"FBgn0031285",0.0151366588321226,0.0624433134118806,"protein_coding","CG3662"
"FBgn0031299",0.0148908547442992,0.0616960445411639,"protein_coding","CG4629"
"FBgn0031306",4.81087057827432e-05,0.000517548944980111,"protein_coding","CG4577"
"FBgn0031307",0.000137997365162075,0.0012818681801543,"protein_coding","MFS3"
"FBgn0031313",0.00430088631583603,0.0230088088425827,"protein_coding","CG5080"
"FBgn0031317",0.00179970143353744,0.0112012963040043,"protein_coding","Charon"
"FBgn0031357",0.00431842315982708,0.023052621467367,"protein_coding","mRpL48"
"FBgn0031360",0.00875929387085218,0.040817399166725,"protein_coding","CG31937"
"FBgn0031389",0.00550524840872129,0.0281152972867809,"protein_coding","CG4259"
"FBgn0031401",0.00324964369866618,0.0182042788684508,"protein_coding","papi"
"FBgn0031418",7.71432057541022e-08,1.58876351725307e-06,"protein_coding","CG3609"
"FBgn0031432",0.00729679327632289,0.0352684300200516,"protein_coding","Cyp309a1"
"FBgn0031436",0.00135662623797955,0.00885712629892008,"protein_coding","ND-B17.2"
"FBgn0031449",0.0186118555512787,0.0724569672507358,"protein_coding","CG31689"
"FBgn0031450",0.0160017721778224,0.0649085043315042,"protein_coding","Hrs"
"FBgn0031452",0.0137016488330633,0.0577987367476197,"protein_coding","Cwc25"
"FBgn0031461",0.00549518301994302,0.0280880727936466,"protein_coding","daw"
"FBgn0031468",1.38213320723321e-05,0.000173350564112001,"protein_coding","CG2975"
"FBgn0031474",0.000583835499100426,0.00432397687584512,"protein_coding","CG2991"
"FBgn0031490",0.00185531204371547,0.0114891100041206,"protein_coding","CG17264"
"FBgn0031497",0.00102108625498934,0.00697577278772148,"protein_coding","SerRS"
"FBgn0031505",0.00410942962544343,0.0222011249401433,"protein_coding","ND-B14.5B"
"FBgn0031514",0.000235747510674101,0.00202054664882711,"protein_coding","OtopLb"
"FBgn0031515",0.00148756184475225,0.00957260117317738,"protein_coding","CG9664"
"FBgn0031516",3.05488591269801e-06,4.53862191698281e-05,"protein_coding","CG9663"
"FBgn0031517",8.4930510024284e-11,2.91930132888349e-09,"protein_coding","CG15406"
"FBgn0031518",0.00310473278939667,0.0175608053679504,"protein_coding","CG3277"
"FBgn0031520",4.60832874251861e-06,6.56005238743811e-05,"protein_coding","CG8837"
"FBgn0031522",4.88276019656198e-08,1.04713976824096e-06,"protein_coding","CG3285"
"FBgn0031538",0.00126463276347249,0.00838414127127429,"protein_coding","CG3246"
"FBgn0031547",2.40011357607384e-05,0.00027888245498196,"protein_coding","Sr-CIV"
"FBgn0031548",0.000665325756646792,0.00485820769009667,"protein_coding","CG8852"
"FBgn0031554",0.0136801211104603,0.0577468526977709,"protein_coding","CG15418"
"FBgn0031560",1.24143438561825e-06,2.00717534664964e-05,"protein_coding","CG16713"
"FBgn0031564",9.73730284578648e-06,0.000127924680979688,"protein_coding","CG2816"
"FBgn0031580",7.83578061012562e-09,1.94710266294431e-07,"protein_coding","CG15423"
"FBgn0031602",2.12042610985201e-08,4.86465199388142e-07,"protein_coding","CG15431"
"FBgn0031603",3.93376119700893e-05,0.000433592784452437,"protein_coding","CG15432"
"FBgn0031604",0.0159769112993652,0.0648768232134939,"protein_coding","Elp3"
"FBgn0031627",0.0170201300352746,0.067717116538598,"protein_coding","fipi"
"FBgn0031632",0.0080317248768463,0.0381661685501391,"protein_coding","CG15628"
"FBgn0031633",0.000824290680273809,0.00578763527466272,"protein_coding","Fnta"
"FBgn0031636",3.87473973480676e-28,5.46061535483838e-26,"protein_coding","CG12194"
"FBgn0031639",0.0161913060343168,0.0654107754695801,"protein_coding","mRpS2"
"FBgn0031643",5.39757844352830e-09,1.39026400379652e-07,"protein_coding","CG3008"
"FBgn0031645",3.16656693521471e-10,9.8855008911054e-09,"protein_coding","CG3036"
"FBgn0031649",0.00273985760545962,0.0157693671399412,"protein_coding","hoe2"
"FBgn0031650",0.000189699062255549,0.00168289680679046,"protein_coding","CG14044"
"FBgn0031653",3.89616617402503e-06,5.66063023663578e-05,"protein_coding","Jon25Biii"
"FBgn0031654",6.52026698944869e-16,3.92209962505557e-14,"protein_coding","Jon25Bii"
"FBgn0031663",0.015173951070184,0.0625275803288909,"protein_coding","CG8891"
"FBgn0031688",2.68350865790701e-06,4.02322384654295e-05,"protein_coding","Cyp28d2"
"FBgn0031689",0.0199818633604296,0.076403520174666,"protein_coding","Cyp28d1"
"FBgn0031692",1.31878739183921e-06,2.11886606196967e-05,"protein_coding","TpnC25D"
"FBgn0031693",0.000168836301413904,0.00152385188787572,"protein_coding","Cyp4ac1"
"FBgn0031694",0.000201731110050701,0.00176895768946681,"protein_coding","Cyp4ac2"
"FBgn0031696",0.00214578177486518,0.0129310551063195,"protein_coding","Bub1"
"FBgn0031700",0.00492372130119736,0.0256997410774137,"protein_coding","CG14022"
"FBgn0031701",3.89312163907e-05,0.00042959334417702,"protein_coding","TotM"
"FBgn0031710",0.0178493175128398,0.0701527957227746,"protein_coding","Vps52"
"FBgn0031713",0.00887725331763542,0.0410953092343845,"protein_coding","Coq6"
"FBgn0031717",1.35013386147479e-11,5.24372856041291e-10,"protein_coding","Oscillin"
"FBgn0031726",7.90416275419369e-07,1.34207513890053e-05,"protein_coding","Cyp6a16"
"FBgn0031732",0.0002502860857575,0.00212301997936177,"protein_coding","CG11149"
"FBgn0031737",0.0282137230030786,0.0995451993652969,"protein_coding","obst-E"
"FBgn0031738",0.00956460883362963,0.0436423987713951,"protein_coding","CG9171"
"FBgn0031745",0.0102211231704365,0.0457996134090997,"protein_coding","rau"
"FBgn0031747",0.00115713281523828,0.00775483371081904,"protein_coding","CG9021"
"FBgn0031771",0.022188480562084,0.0827241329986031,"protein_coding","ND-51"
"FBgn0031791",1.4062081694423e-12,6.22073703656874e-11,"protein_coding","AANATL2"
"FBgn0031800",0.00762667609282035,0.0364697817041555,"protein_coding","CG9497"
"FBgn0031801",0.000100000506667997,0.000975771511651627,"protein_coding","CG9498"
"FBgn0031804",6.40285892109726e-08,1.33822464526747e-06,"protein_coding","CG9500"
"FBgn0031815",6.98751966101633e-07,1.19673405305427e-05,"protein_coding","frj"
"FBgn0031824",1.52403546540111e-07,2.9421937115816e-06,"protein_coding","CG9547"
"FBgn0031830",0.0031790893205214,0.0178953597378457,"protein_coding","COX5B"
"FBgn0031832",0.00432392495831157,0.0230570376831047,"protein_coding","CG9596"
"FBgn0031842",0.0281672344903571,0.0994523150491671,NA,NA
"FBgn0031869",0.0170759179929103,0.0678155921900405,"protein_coding","CG18304"
"FBgn0031872",0.00112282511345917,0.00756603124608929,"protein_coding","ihog"
"FBgn0031879",0.00392627554388651,0.021352099360772,"protein_coding","uif"
"FBgn0031881",3.50206214202564e-05,0.000389953140683423,"protein_coding","MME1"
"FBgn0031887",0.00211491338349344,0.012762135101534,"protein_coding","Ugt307A1"
"FBgn0031904",0.0163176274471324,0.0657034264350861,"protein_coding","CG5149"
"FBgn0031906",1.11557647126148e-10,3.75602794846228e-09,"protein_coding","CG5160"
"FBgn0031910",4.75161842467094e-26,5.78700194560232e-24,"protein_coding","CG15818"
"FBgn0031929",0.000628333814054718,0.00462575602660432,"protein_coding","CG18585"
"FBgn0031930",0.00339623129472037,0.0188860325380025,"protein_coding","CG7025"
"FBgn0031935",3.4136346711447e-07,6.17899193226467e-06,"protein_coding","CG13793"
"FBgn0031936",4.90536704514365e-05,0.00052542286536745,"protein_coding","CG13794"
"FBgn0031939",0.00518746144099776,0.0267788106307917,"protein_coding","CG13796"
"FBgn0031945",8.24875178732986e-07,1.39338932160974e-05,"protein_coding","CG7191"
"FBgn0031948",2.90819285399424e-05,0.000330903373756092,"protein_coding","CG7149"
"FBgn0031950",0.0117730679424633,0.0512538902261256,"protein_coding","Herp"
"FBgn0031959",0.0229523277985817,0.0847397880737309,"protein_coding","spz3"
"FBgn0031969",0.00132226074406899,0.00868448884170476,"protein_coding","pes"
"FBgn0031970",5.55227211904971e-38,1.33593084035184e-35,"protein_coding","CG7227"
"FBgn0031980",0.00516686550187403,0.026700433827128,"protein_coding","RpL36A"
"FBgn0031988",0.000575149373916031,0.00427247633560365,"protein_coding","CG8668"
"FBgn0031990",0.00700341392687259,0.0341515958421147,"protein_coding","PAPLA1"
"FBgn0031995",0.000339093938580687,0.00276459644966816,"protein_coding","CG8475"
"FBgn0031998",0.0177288817066236,0.0697628312867337,"protein_coding","SLC5A11"
"FBgn0032000",0.0096338487709589,0.0439177070820284,"protein_coding","CG8372"
"FBgn0032006",0.0235356832765532,0.0862800132007421,"protein_coding","Pvr"
"FBgn0032015",0.000174669997454993,0.00156789765686397,"protein_coding","Ostgamma"
"FBgn0032018",0.0194115651186546,0.0746860725021557,"protein_coding","CG7806"
"FBgn0032025",0.0003603200155513,0.00289152842038385,"protein_coding","CG7778"
"FBgn0032026",3.58691729345886e-65,2.21155869374823e-62,"protein_coding","CG7627"
"FBgn0032029",1.2338701037233e-14,6.76229365179466e-13,"protein_coding","CG17292"
"FBgn0032040",0.0257933547500947,0.0927936243409795,"protein_coding","CG13386"
"FBgn0032048",0.000181250779160755,0.00161960048588845,"protein_coding","Dh31"
"FBgn0032049",7.93984510852448e-08,1.62841106019946e-06,"protein_coding","Bace"
"FBgn0032050",0.0236306912512508,0.086531837117145,"protein_coding","CG13096"
"FBgn0032053",0.00285785863453931,0.0163816243054795,"protein_coding","mRpL51"
"FBgn0032055",0.010439993030108,0.0465388753917829,"protein_coding","Sgp"
"FBgn0032066",6.9644274992288e-08,1.44336296806496e-06,"protein_coding","LManIII"
"FBgn0032067",1.24685105780457e-10,4.14147666169767e-09,"protein_coding","LManIV"
"FBgn0032068",5.15709759066284e-28,7.16546024392801e-26,"protein_coding","LManV"
"FBgn0032069",7.43133033477752e-32,1.35759395838111e-29,"protein_coding","LManVI"
"FBgn0032074",0.0141681267163235,0.0593749235584244,"protein_coding","Tsp29Fa"
"FBgn0032076",0.00279225182999662,0.0160521936497184,"protein_coding","Argl"
"FBgn0032078",0.000446590101048447,0.0034580936788406,"protein_coding","C1GalTA"
"FBgn0032085",2.46161719628726e-14,1.29860179900395e-12,"protein_coding","CG9555"
"FBgn0032086",0.00141898784650232,0.00919127715413353,"protein_coding","CG17906"
"FBgn0032088",0.000186855332477127,0.00165916098549672,"protein_coding","CG13102"
"FBgn0032116",2.12476416777907e-10,6.82762166616956e-09,"protein_coding","Mco1"
"FBgn0032123",7.44077337767559e-19,5.56085070990679e-17,"protein_coding","Oatp30B"
"FBgn0032124",0.00420583558242569,0.0225983485951141,"protein_coding","CG17855"
"FBgn0032131",1.58365921291927e-10,5.17311196538034e-09,"protein_coding","CG3841"
"FBgn0032140",6.94892263583005e-32,1.29341739249931e-29,"protein_coding","CG13117"
"FBgn0032143",0.0110678010250721,0.0488737050637138,"protein_coding","CG4017"
"FBgn0032144",3.11757270883847e-24,3.49486986053313e-22,"protein_coding","CG17633"
"FBgn0032166",0.00160353856654157,0.010225538434992,"protein_coding","CG4619"
"FBgn0032187",1.01610105098398e-12,4.57709446025434e-11,"protein_coding","CG4839"
"FBgn0032195",0.00135293179505664,0.00884471315986333,"protein_coding","CG4908"
"FBgn0032198",0.00334314727704568,0.0186328519141557,"protein_coding","eEF1delta"
"FBgn0032205",0.0243299111538159,0.0885662632960863,"protein_coding","CG4957"
"FBgn0032208",0.00884134029714149,0.0409779244613729,"protein_coding","Ufd4"
"FBgn0032217",0.00010093326960499,0.000982928632431619,"protein_coding","CG4972"
"FBgn0032222",2.81187609967425e-05,0.000320683904315451,"protein_coding","CG5037"
"FBgn0032247",0.00327373387028609,0.01829766834582,"protein_coding","CG5188"
"FBgn0032253",0.000108543571639616,0.00104060479516502,"protein_coding","LManI"
"FBgn0032264",1.76911816707567e-13,8.72617535910076e-12,"protein_coding","Lip4"
"FBgn0032293",0.0283567096683312,0.0999408532763782,"protein_coding","Dpy-30L1"
"FBgn0032297",5.19718816412261e-08,1.10022019826329e-06,"protein_coding","CG17124"
"FBgn0032322",0.0185488599172912,0.0723508829799081,"protein_coding","CG16743"
"FBgn0032336",2.43487293856353e-21,2.18363832172084e-19,"protein_coding","AstC"
"FBgn0032338",0.000131405020912873,0.00122989613975853,"protein_coding","CG16854"
"FBgn0032341",0.0257462889613423,0.0926622183887784,"protein_coding","Reps"
"FBgn0032346",0.00128369478595026,0.00848770044463759,"protein_coding","Csl4"
"FBgn0032348",0.00590469404259292,0.0297192891480506,"protein_coding","CG4751"
"FBgn0032361",0.00322088762755943,0.0180842666168889,NA,NA
"FBgn0032381",0.0114791990256729,0.0503075514830135,"protein_coding","Mal-B1"
"FBgn0032382",5.81170477384854e-10,1.75328647076501e-08,"protein_coding","Mal-B2"
"FBgn0032387",0.00394292096859708,0.0214308073582425,"protein_coding","CG16965"
"FBgn0032401",0.015359398583037,0.0630970603336811,"protein_coding","Plzf"
"FBgn0032402",0.0237960939370987,0.0870728734011419,"protein_coding","PLCXD"
"FBgn0032404",0.00559999450530024,0.0285056479849261,"protein_coding","RpL7-like"
"FBgn0032407",2.19138815155476e-05,0.00025983226099865,"protein_coding","Pex19"
"FBgn0032414",0.00090108977646043,0.00624495854988696,"protein_coding","CG17211"
"FBgn0032420",1.71181062652879e-07,3.26634658234168e-06,"protein_coding","CG6583"
"FBgn0032421",0.00359216304657475,0.0197859790365494,"protein_coding","crok"
"FBgn0032422",0.0189212604039382,0.0733143102454243,"protein_coding","atilla"
"FBgn0032433",0.00249542516176981,0.0146183902736693,"protein_coding","Oatp33Ea"
"FBgn0032437",0.00573143573537162,0.0290398631378742,"pseudogene","CR17024"
"FBgn0032456",3.26110955683022e-05,0.000365823892731933,"protein_coding","MRP"
"FBgn0032470",0.0111055516863422,0.0490184641547052,"protein_coding","Ttc30"
"FBgn0032474",0.0114395698948041,0.0502005221715131,"protein_coding","DnaJ-H"
"FBgn0032478",4.88990491189641e-05,0.000524335999520197,"protein_coding","Rsph1"
"FBgn0032482",0.0032469448360506,0.0182042788684508,"protein_coding","Pect"
"FBgn0032485",0.00272052789572499,0.0156764063617565,"protein_coding","CG9426"
"FBgn0032487",0.0224247706464434,0.083290799106613,"protein_coding","Ski6"
"FBgn0032511",0.000108252115613984,0.00103882015615949,"protein_coding","ND-B22"
"FBgn0032515",0.015851421587579,0.0644576562083539,"protein_coding","loqs"
"FBgn0032518",0.00467258214488303,0.0246761364342993,"protein_coding","RpL24"
"FBgn0032549",0.00224760575001084,0.0134289489140525,"protein_coding","CG4650"
"FBgn0032586",0.00595008073374531,0.0298715249050369,"protein_coding","Tpr2"
"FBgn0032587",0.000427962039504309,0.00333479108981833,"protein_coding","CG5953"
